epoch,train_accuracy,test_accuracy,train_loss,test_loss,learning_rate
1,22.186,23.34,2.172956062704706,1.9290697872638702,0.1
2,28.74,29.39,1.8123498398934483,1.8420026516914367,0.1
3,31.78,28.84,1.7658847628347099,1.9873149991035461,0.1
4,34.358,33.76,1.7260140259857373,1.7431426930427552,0.1
5,36.088,37.05,1.6958666363030748,1.6742724466323853,0.1
6,36.41,37.49,1.6768710823620068,1.6716930556297303,0.1
7,37.398,31.12,1.6566709914170872,1.9212942981719972,0.1
8,37.824,18.68,1.6473907579851272,3.440014727115631,0.1
9,38.892,37.29,1.629245489149752,1.6964397788047791,0.1
10,38.976,14.32,1.6271247757060447,8.972462725639343,0.1
11,38.968,10.0,1.6248077486482118,20.681128959655762,0.1
12,39.636,15.81,1.6128735816692148,5.364423077106476,0.1
13,44.488,45.34,1.4925102166202673,1.4579912316799164,0.010000000000000002
14,46.216,47.15,1.4507531174613386,1.4021922183036803,0.010000000000000002
15,47.54,47.45,1.4236132369931702,1.4371154713630676,0.010000000000000002
16,48.224,49.18,1.405207357138319,1.3705903720855712,0.010000000000000002
17,49.07,49.74,1.3868676088655087,1.3692125475406647,0.010000000000000002
18,49.702,47.66,1.368749721275876,1.4721115148067474,0.010000000000000002
19,50.546,47.28,1.352957255090289,1.4317209863662719,0.010000000000000002
20,50.81,47.54,1.3445201389624943,1.4125136053562164,0.010000000000000002
21,51.346,48.04,1.3360236633159315,1.4471732592582702,0.010000000000000002
22,51.51,48.81,1.3259925013003142,1.3774924111366271,0.010000000000000002
23,52.11,43.42,1.31514972646523,1.673281124830246,0.010000000000000002
24,53.882,54.19,1.2685544405446942,1.2509795755147934,0.0010000000000000002
25,54.79,54.4,1.2492978813703104,1.2463875997066498,0.0010000000000000002
26,54.912,54.34,1.2408986231859993,1.2519819700717927,0.0010000000000000002
27,55.1,55.7,1.2387596027320609,1.2114155024290085,0.0010000000000000002
28,55.282,54.74,1.2253716193196718,1.2314084869623185,0.0010000000000000002
29,55.702,55.87,1.2216642639216255,1.2153172212839127,0.0010000000000000002
30,55.71,56.19,1.2148816555052462,1.2001727771759034,0.0010000000000000002
31,56.224,56.21,1.208449697707925,1.2048035794496537,0.0010000000000000002
32,56.372,56.5,1.2034514427489942,1.1900453877449035,0.0010000000000000002
33,56.756,56.94,1.1934972791110767,1.1872262436151504,0.0010000000000000002
34,57.102,56.61,1.1862121323490387,1.1847615629434585,0.0010000000000000002
35,57.368,57.57,1.1740257267451957,1.1606789690256119,0.0010000000000000002
36,58.052,57.7,1.1630607471441674,1.1639920896291733,0.0010000000000000002
37,58.062,57.12,1.156063036235702,1.2046818876266479,0.0010000000000000002
38,58.508,58.64,1.143461491445751,1.1379549205303192,0.0010000000000000002
39,59.32,59.81,1.132987047400316,1.117442745566368,0.0010000000000000002
40,59.83,60.03,1.1228068771264743,1.10985604763031,0.0010000000000000002
41,60.408,59.35,1.109246221039911,1.14061403632164,0.0010000000000000002
42,60.904,61.79,1.0931141419178994,1.0739423406124116,0.0010000000000000002
43,61.072,62.36,1.087265658561531,1.0514643985033034,0.0010000000000000002
44,61.934,61.49,1.0651531910042629,1.0724238240718842,0.0010000000000000002
45,61.99,63.12,1.0557297558125938,1.0395871323347092,0.0010000000000000002
46,62.346,63.79,1.0509726156664017,1.0163457107543945,0.0010000000000000002
47,63.038,63.5,1.0363986525694122,1.0225083673000335,0.0010000000000000002
48,63.196,63.09,1.028542989050336,1.0407689267396927,0.0010000000000000002
49,63.804,63.76,1.0145937606806645,1.0217745196819306,0.0010000000000000002
50,64.306,64.09,1.0021343903468394,0.9995469105243683,0.0010000000000000002
51,64.432,64.45,0.996011603213942,1.0030277001857757,0.0010000000000000002
52,64.942,65.0,0.9843566765260818,0.9883070737123489,0.0010000000000000002
53,65.38,65.06,0.9751048452409027,0.9780659061670304,0.0010000000000000002
54,65.762,65.04,0.9624988890974723,0.9722736597061157,0.0010000000000000002
55,66.09,65.96,0.955926728522991,0.9446285992860795,0.0010000000000000002
56,66.482,65.7,0.9469494592503208,0.961619742512703,0.0010000000000000002
57,66.56,66.43,0.937083383045538,0.9492870032787323,0.0010000000000000002
58,67.484,66.72,0.9251923930004734,0.9348038625717163,0.0010000000000000002
59,67.464,66.94,0.9156257090970988,0.9359515416622162,0.0010000000000000002
60,67.764,67.23,0.9083856857951035,0.9262771916389465,0.0010000000000000002
61,68.178,67.86,0.8992798558586393,0.9096677541732788,0.0010000000000000002
62,68.666,68.64,0.8874414563179016,0.8869275498390198,0.0010000000000000002
63,68.762,68.6,0.8780518207708587,0.8894114547967911,0.0010000000000000002
64,69.02,68.77,0.8701573710917206,0.8979373836517334,0.0010000000000000002
65,69.438,69.91,0.8647610177774259,0.8506991213560104,0.0010000000000000002
66,70.28,70.05,0.8487102880197412,0.8533715790510178,0.0010000000000000002
