epoch,train_accuracy,test_accuracy,train_loss,test_loss,learning_rate
1,39.0,48.03,1.6425148061169383,1.4459355092048645,0.1
2,58.842,61.0,1.1463195698340531,1.0837903207540511,0.09999383162408304
3,67.32,65.23,0.9172775899357808,1.024489222764969,0.09997532801828658
4,71.804,69.79,0.8005125133887582,0.9031017327308655,0.09994449374809851
5,75.984,72.17,0.6819115686599556,0.8106529128551483,0.09990133642141359
6,78.548,78.47,0.6149350925327262,0.6284584757685662,0.09984586668665642
7,80.288,74.36,0.5709390355193097,0.7563761860132218,0.09977809823015402
8,81.722,78.86,0.5307795560878256,0.6220138067007065,0.09969804777275901
9,82.208,78.15,0.5156561752109576,0.6517593812942505,0.09960573506572391
10,83.166,75.14,0.4878084101640355,0.7699457222223282,0.09950118288582789
11,83.77,76.91,0.47376878250895255,0.7277426519989967,0.09938441702975691
12,84.088,81.64,0.4607804638650411,0.5548121544718743,0.09925546630773871
13,84.946,78.12,0.44292138745565246,0.6766004157066345,0.09911436253643445
14,85.022,81.11,0.4375895546449115,0.5642236882448196,0.0989611405310883
15,85.32,82.07,0.42296059921269524,0.5248584301769733,0.09879583809693739
16,85.586,81.75,0.4180890483700711,0.5398348551988602,0.09861849601988384
17,85.888,83.29,0.4108621858422409,0.4923932221531868,0.09842915805643157
18,85.986,80.61,0.40962802258598835,0.5594638362526894,0.09822787092288993
19,86.006,82.31,0.4053092745258985,0.5130549189448357,0.09801468428384717
20,86.538,76.56,0.392051395019302,0.7344363379478455,0.09778965073991652
21,86.6,79.41,0.3937566056275916,0.6417688152194023,0.0975528258147577
22,86.626,82.37,0.39075794579732753,0.5459620727598667,0.09730426794137728
23,86.734,74.34,0.38635989562477296,0.8385145616531372,0.09704403844771128
24,87.018,83.48,0.37731502214661033,0.5207623851299286,0.09677220154149338
25,87.086,83.71,0.3772196289904587,0.4747012668848038,0.09648882429441258
26,87.06,82.96,0.3765641267189894,0.5000583842396736,0.09619397662556435
27,87.18,75.89,0.37218891812102567,0.7720942279696464,0.09588773128419906
28,87.3,77.8,0.3688867238476453,0.7176763942837715,0.09557016383177226
29,87.454,82.6,0.3687434220862815,0.521740038394928,0.09524135262330098
30,87.472,82.93,0.36482241456313513,0.525940600335598,0.09490137878803079
31,87.852,78.97,0.35920785333189514,0.701448404788971,0.0945503262094184
32,87.612,80.06,0.3623168006196351,0.623722316622734,0.0941882815044347
33,87.76,82.49,0.3570517066418362,0.5415623009204864,0.09381533400219319
34,87.5,80.62,0.36127847051986345,0.5843853564560413,0.09343157572190958
35,87.91,82.65,0.3496253467581766,0.5324913483858108,0.0930371013501972
36,88.196,80.32,0.34316061547650095,0.621360933482647,0.09263200821770463
37,88.162,82.75,0.3462806823460952,0.5031107223033905,0.09221639627510078
38,88.088,84.24,0.3439523934403344,0.47426186099648476,0.09179036806841355
39,88.138,85.61,0.346895266105147,0.4380699807405472,0.09135402871372812
40,88.228,82.24,0.34489384404076334,0.523299572467804,0.0909074858712512
41,88.132,77.36,0.3417524936254067,0.7226080426573753,0.09045084971874741
42,88.066,81.5,0.34705470792015497,0.5757862010598183,0.08998423292435458
43,88.5,82.92,0.3351812884402092,0.5112511467933655,0.08950775061878455
44,88.702,85.13,0.3322099327583752,0.439901268184185,0.08902152036691653
45,88.678,77.55,0.3308221862063079,0.6619341069459915,0.08852566213878951
46,88.792,83.98,0.3304070103198976,0.48097622066736223,0.0880202982800016
47,88.492,82.67,0.3366398717207677,0.508115081191063,0.08750555348152303
48,88.846,82.06,0.3250226948953346,0.5543471817672253,0.08698155474893052
49,88.736,83.71,0.32704010830663355,0.49406243026256563,0.08644843137107061
50,88.836,82.6,0.32482548381971277,0.5528481128811836,0.08590631488815947
51,88.932,85.61,0.3220097656597567,0.45178440406918524,0.0853553390593274
52,88.786,79.45,0.3259216673157709,0.6535040357708931,0.08479563982961574
53,89.024,81.88,0.3222093746409087,0.559893185198307,0.08422735529643446
54,88.892,81.81,0.32056889002737793,0.6297228392958641,0.08365062567548869
55,89.466,83.51,0.30904651031164865,0.5266809260845184,0.08306559326618261
56,89.32,83.58,0.3133950111887339,0.5186698561906815,0.0824724024165092
57,89.31,82.78,0.3088731383118788,0.5482980594038963,0.0818711994874345
58,89.238,82.33,0.3123211482601702,0.5487869077920914,0.08126213281678528
59,89.314,83.94,0.3073784861037189,0.4535179775953293,0.08064535268264884
60,89.652,81.62,0.30412334508603184,0.5766735455393791,0.08002101126629421
61,89.49,84.31,0.30708435143503693,0.48290661081671715,0.07938926261462367
62,89.588,84.7,0.30317463838230924,0.4889881597459316,0.07875026260216395
63,89.532,77.73,0.3029551933831571,0.7808487483859062,0.07810416889260656
64,89.86,86.27,0.2970181456040543,0.4260403342545033,0.07745114089990661
65,89.774,79.22,0.3001466840886704,0.6891395553946496,0.07679133974894985
66,89.744,85.77,0.2957280085367315,0.4257651087641716,0.07612492823579746
67,89.808,84.52,0.29753914818434457,0.4687975485622883,0.07545207078751859
68,89.966,86.52,0.28970405771909163,0.41271470218896866,0.0747729334216204
